"DateAdded","Id","OfficePropertyId","PropertyType","Bedrooms","Bathrooms","PublicRooms","CategorisationDescription","Price","PriceType","RentalPricePeriod","UnderOffer","AddressLine1","LineOneLocation","LineTwoLocation","Locality","City","Postcode","CoordinateSystemId","WellKnownText","ClosingDateVisible","ClosedDateVisible","ClosedMessage","FormattedClosedDate","HideOpenActionsDisplay","ClosingDate","ClosedDate","IsOpen","FloorArea","ResidentialType","HouseFormat","PropertyIconKey","SolicitorAccount_Id","SolicitorAccount_Name","SolicitorAccount_WebsiteAddress","FormattedPrice","ViewingArrangements","ViewingTiming","BookingUrl","IsSellerManaged","furnished","has_garden","council_tax_band","epc_band","HouseType","Latitude","Longitude","UTM_Easting","UTM_Northing","AddressLineDash","property_url","FormattedClosingDate","OrganisationName","County","Country","Broadband.DataRetrieved","Broadband.Display","Broadband.UPRN","Broadband.MaxBbPredictedDown","Broadband.MaxBbPredictedUp","Broadband.MaxSfbbPredictedDown","Broadband.MaxSfbbPredictedUp","Broadband.MaxUfbbPredictedDown","Broadband.MaxUfbbPredictedUp","Broadband.MaxPredictedDown","Broadband.MaxPredictedUp","Broadband.MaxPredictedSource","Mobile.DataRetrieved","Mobile.Display","Mobile.UPRN","Mobile.EEVoiceOutdoor","Mobile.EEVoiceOutdoorNo4g","Mobile.EEVoiceIndoor","Mobile.EEVoiceIndoorNo4g","Mobile.EEDataOutdoor","Mobile.EEDataOutdoorNo4g","Mobile.EEDataIndoor","Mobile.EEDataIndoorNo4g","Mobile.H3VoiceOutdoor","Mobile.H3VoiceOutdoorNo4g","Mobile.H3VoiceIndoor","Mobile.H3VoiceIndoorNo4g","Mobile.H3DataOutdoor","Mobile.H3DataOutdoorNo4g","Mobile.H3DataIndoor","Mobile.H3DataIndoorNo4g","Mobile.TFVoiceOutdoor","Mobile.TFVoiceOutdoorNo4g","Mobile.TFVoiceIndoor","Mobile.TFVoiceIndoorNo4g","Mobile.TFDataOutdoor","Mobile.TFDataOutdoorNo4g","Mobile.TFDataIndoor","Mobile.TFDataIndoorNo4g","Mobile.VOVoiceOutdoor","Mobile.VOVoiceOutdoorNo4g","Mobile.VOVoiceIndoor","Mobile.VOVoiceIndoorNo4g","Mobile.VODataOutdoor","Mobile.VODataOutdoorNo4g","Mobile.VODataIndoor","Mobile.VODataIndoorNo4g"
2024-10-04,428675,375049,2,2,1,1,"Unfurnished 2 Bdrm 1st flr Flat. Lounge. Kitch. 2 Bdrms. Shower rm. Deposit 1 months rent (CT Band - C). Garden. Parking. No pets. No smokers. Rent £700 p.m Immed entry. Viewing contact solicitors. Landlord reg: 249182/100/05041. (EPC band - D).",700,3,1,0,"65 Clifton Road","65 Clifton Road","Aberdeen, AB24 4RN","","Aberdeen","AB24 4RN",4326,"POINT (-2.1183551 57.1631869)",0,0,"Sold date","",0,NA,NA,1,NA,2,NA,"FLAT",3870,"Laurie & Co","http://www.laurieandco.co.uk",NA,NA,0,NA,0,"Unfurnished","Yes","C","D",NA,57.16319,-2.118355,553322.5,6335896,"65-Clifton-Road","https://www.aspc.co.uk/search/property/428675/65-Clifton-Road/Aberdeen/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428671,375046,2,4,2,1,"Unfurnished 4 Bdrm Detached Bungalow. V/bule. Hall. Lounge. Kitch. Utility rm. Dining rm/Bdrm. 3 Bdrms, 1 with ensuite. Bathrm. Deposit 1 months rent (CT Band - E). Garden. Parking. No pets. No smokers. Rent £1,100 p.m Entry by arr. Viewing contact solicitors. Landlord reg: 458495/110/07401. (EPC band - C).",1100,3,1,0,"Broomlea","Broomlea","Auchleven, Insch, AB52 6QD","Auchleven","Insch","AB52 6QD",4326,"POINT (-2.6257716 57.3082633)",0,0,"Sold date","",0,NA,NA,1,121,1,1,"HOUSE_DETACHED",4870,"Peterkins","http://www.peterkins.com",NA,NA,0,NA,0,"Unfurnished","Yes","E","C","Detached",57.30826,-2.625772,522545.2,6351763,"Broomlea","https://www.aspc.co.uk/search/property/428671/Broomlea/Insch/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428654,375028,2,2,1,1,"Unfurnished 2 Bdrm Grnd flr Self-contained flat. Hall. Lounge. Dining kitch. Utility rm. 2 Bdrms. Bathrm (CT band - D). Deposit 1 months rent. Garden. Parking. No pets. No smokers. Rent £999 p.m Entry by arr. Viewing contact solicitors. Landlord reg: 149012/100/05160. (EPC band - E).",999,3,1,0,"45 Albury Place","45 Albury Place","Aberdeen, AB11 6TQ","","Aberdeen","AB11 6TQ",4326,"POINT (-2.10672959999999 57.1382047)",0,0,"Sold date","",0,NA,NA,1,NA,2,NA,"FLAT",3870,"Laurie & Co","http://www.laurieandco.co.uk",NA,NA,0,NA,0,"Unfurnished","Yes","D","E",NA,57.1382,-2.10673,554062.1,6333124,"45-Albury-Place","https://www.aspc.co.uk/search/property/428654/45-Albury-Place/Aberdeen/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428652,375026,2,2,1,1,"Fully furnished 2 Bdrm Top flr Flat (left). Hall. Lounge. Dining kitch. 2 Bdrms. Bathrm (CT band - C). Deposit 1 months rent. Garden. No pets. No smokers. Rent £650 p.m Immed entry. Viewing contact solicitors. Landlord reg: 864742/100/13061. (EPC band - E).",650,3,1,0,"164 Crown Street","164 Crown Street","Aberdeen, AB11 6JB","","Aberdeen","AB11 6JB",4326,"POINT (-2.10090620000005 57.1403032)",0,0,"Sold date","",0,NA,NA,1,56,2,NA,"FLAT",3870,"Laurie & Co","http://www.laurieandco.co.uk",NA,NA,0,NA,0,"Fully furnished","Yes","C","E",NA,57.1403,-2.100906,554411.4,6333363,"164-Crown-Street","https://www.aspc.co.uk/search/property/428652/164-Crown-Street/Aberdeen/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428636,375011,2,3,2,1,"Unfurnished 3 Bdrm Semi-detached Dwellhouse. Ground flr: Hall. Lounge. Kitch. Bdrm. Bathrm. 1st flr: 2 Bdrms. Shower rm (CT band - D). Deposit 6 weeks rent. Garden. Parking. No smokers. Rent £1,100 p.m Entry by arr. Viewing contact solicitors. Landlord reg: Pending. (EPC band - C).",1100,3,1,0,"15 Burnside Croft","15 Burnside Croft","Drumlithie, Stonehaven, AB39 3UH","Drumlithie","Stonehaven","AB39 3UH",4326,"POINT (-2.3503463 56.9192916)",0,0,"Sold date","",0,NA,NA,1,98,1,2,"HOUSE_SEMI_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,0,"Unfurnished","Yes","D","C","Semi-Detached",56.91929,-2.350346,539550.1,6308590,"15-Burnside-Croft","https://www.aspc.co.uk/search/property/428636/15-Burnside-Croft/Stonehaven/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428631,375008,2,1,1,1,"Unfurnished 1 Bdrm Grnd flr Flat. Hall. Lounge. Kitch. Bdrm. Shower rm (CT Band - A). Deposit 1 months rent. Garden. Parking. No pets. No smokers. Rent £600 p.m Entry by arr. Viewing contact solicitors. Landlord reg: Pending. (EPC band - D).",600,3,1,0,"Ground Floor Right,  428 Holburn Street","Ground Floor Right,  428 Holburn Street","Aberdeen, AB10 7GY","","Aberdeen","AB10 7GY",4326,"POINT (-2.1168902 57.1324198)",0,0,"Sold date","",0,NA,NA,1,41,2,NA,"FLAT",6470,"Storie, Cruden & Simpson","http://www.storiecs.co.uk",NA,NA,0,NA,0,"Unfurnished","Yes","A","D",NA,57.13242,-2.11689,553455.5,6332472,"Ground-Floor-Right,--428-Holburn-Street","https://www.aspc.co.uk/search/property/428631/Ground-Floor-Right,--428-Holburn-Street/Aberdeen/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428630,375012,2,2,1,1,"Unfurnished 2 Bdrm Grnd flr Flat. Kitch/Living rm on open plan. 2 Bdrms. Shower rm (CT Band - C). Deposit 1 months rent. No pets. No smokers. Rent £653 p.m Entry by arr. Viewing Langstane House Association 01224 423109. midmarketrent@langstane-ha.co.uk Landlord reg: 900480/100/24071. (EPC band - B).",653,3,1,0,"18 Copper Beech Court,  Auchinyell Road","18 Copper Beech Court,  Auchinyell Road","Aberdeen, AB10 7GL","","Aberdeen","AB10 7GL",4326,"POINT (-2.138128 57.1240323)",0,0,"Sold date","",0,NA,NA,1,NA,2,NA,"FLAT",1470,"James & George Collie","http://www.jgcollie.co.uk",NA,NA,0,NA,0,"Unfurnished","No","C","B",NA,57.12403,-2.138128,552181.8,6331522,"18-Copper-Beech-Court,--Auchinyell-Road","https://www.aspc.co.uk/search/property/428630/18-Copper-Beech-Court,--Auchinyell-Road/Aberdeen/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428607,374984,2,2,1,1,"Fully furnished 2 Bdrm Grnd flr Flat. Hall. Lounge. Kitch. Bdrm. Study. Bathrm (CT Band - C) . Parking. No pets. No smokers. Rent £750 p.m Entry by arr. Viewing contact solicitors. Landlord reg: 33589/100/25210. (EPC band - D).",750,3,1,0,"Flat 1,  1 Grosvenor Terrace","Flat 1,  1 Grosvenor Terrace","Aberdeen, AB25 2RF","","Aberdeen","AB25 2RF",4326,"POINT (-2.11607573068847 57.1482320191972)",0,0,"Sold date","",0,NA,NA,1,NA,2,NA,"FLAT",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,0,"Fully furnished","No","C","D",NA,57.14823,-2.116076,553482,6334233,"Flat-1,--1-Grosvenor-Terrace","https://www.aspc.co.uk/search/property/428607/Flat-1,--1-Grosvenor-Terrace/Aberdeen/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428606,374983,2,1,1,1,"Part furnished 1 Bdrm Top flr Flat. Hall. Lounge. Dining kitch. Bdrm. Bathrm (CT band - C). Deposit 1 months rent. Garden. Parking. No pets. No smokers. Rent £650 p.m Entry by arr. Viewing contact solicitors. Landlord reg: 47590/100/26110. (EPC band - D).",650,3,1,0,"Flat 3, TF,  14 Pitstruan Place","Flat 3, TF,  14 Pitstruan Place","Aberdeen, AB10 6PR","","Aberdeen","AB10 6PR",4326,"POINT (-2.12083310859833 57.1350709194233)",0,0,"Sold date","",0,NA,NA,1,52,2,NA,"FLAT",4570,"Mackinnons","http://www.mackinnons.com",NA,NA,0,NA,0,"Part furnished","Yes","C","D",NA,57.13507,-2.120833,553213,6332764,"Flat-3,-TF,--14-Pitstruan-Place","https://www.aspc.co.uk/search/property/428606/Flat-3,-TF,--14-Pitstruan-Place/Aberdeen/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-04,428605,374982,2,2,1,1,"Fully furnished 2 Bdrm 1st flr Flat. Hall. Lounge. Kitch. 2 Bdrms. Bathrm (CT band - B). Deposit 1 months rent. Garden. Parking. No pets. No smokers. Rent £725 p.m Immed entry. Viewing contact solicitors. Landlord reg: 528456/100/12082. (EPC band - C).",725,3,1,0,"40c Mugiemoss Road","40c Mugiemoss Road","Bucksburn, Aberdeen, AB21 9HH","Bucksburn","Aberdeen","AB21 9HH",4326,"POINT (-2.1708242 57.1798194)",0,0,"Sold date","",0,NA,NA,1,66,2,NA,"FLAT",4870,"Peterkins","http://www.peterkins.com",NA,NA,0,NA,0,"Fully furnished","Yes","B","C",NA,57.17982,-2.170824,550126.8,6337708,"40c-Mugiemoss-Road","https://www.aspc.co.uk/search/property/428605/40c-Mugiemoss-Road/Aberdeen/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
